,sent1,sent2,lemma,ground_truth
12434,"This has not , however , prevented publishers from labeling him a `` folk poet '' , simply because he is a rural one .",Arthur Hays Sulzberger has been a distinguished publisher of this distinguished newspaper and it is fitting that we take due notice of his major contribution to American journalism on the occasion of his retirement .,publisher,T
12435,John tried to dissuade him .,To the unfortunate people unable to attend the Godkin lectures it casts an unjustifiable aura of falsehood over the book which may dissuade some people from reading it .,dissuade,T
12436,"When his head came down , Curt grabbed him by the hair and catapulted him head first into the wall .","I would have stood there and died there if left to myself , but Cousin Simmons grabbed my arm in his viselike grip and fairly plucked me out of there ; and then I came to some sanity and plunged away with such extraordinary speed that I outdistanced Cousin Simmons by far .",grab,F
12437,"At the left is a pair of dressy straw pumps in a light , but crisp texture .","Spectators in white crush textures dip toe and heel in smooth black , navy and taffy tan .",texture,T
12438,"Albert ( 1949 ) has concluded that the most active preparations of TSH made during this period , from 1931 to 1945 , were probably about 100 to 300 times as potent as the starting material .",Ed Donnelly is still bothered by a side injury and will miss his starting turn .,starting,T
12439,and Phil banged his locker door shut and spun around .,This so infuriated Deegan that he spun around and said : `` I 'll get that little bastard .,spin_around,T
12440,Belief in the traditional way of life persists much more in the older states than in the new ones .,Others writing on Faulkner have found the phrase `` traditional moralist '' either inadequate or misleading .,traditional,F
12441,"They 've found some sort of new evidence , a bundle of clothes or something , and it must link the kid even stronger to the crime .",Here '' - She thrust a bundle of keys strung on a thick red cord into Sarah 's hand .,bundle,F
12442,"Sam Spade joins forces with a band of adventurers in search of a priceless jeweled statue of a falcon ; but when the bird is found at last , it turns out to be a fake .","In 1899 , Parliament erected a statue to Cromwell in Westminster , facing Whitehall and there , presumably , he still stands .",statue,T
12443,"The audience , as usual , loved it .","As usual , Mrs. Crombie was standing in the midst of a confusion of cooking utensils .",as_usual,F
12444,The proteins were extracted with 3 volumes of * * f in * * f to give a nearly neutral extract and precipitated by 80 % saturation with * * f .,"( These enzyme preparations appear on today 's feed tags as fermentation extracts of Bacillus subtilis , Apergillus orzae , Niger , and Flavus . )",extract,T
